sehir,ilce,ev_tipi,metrekare,oda_sayisi,salon_sayisi,banyo_sayisi,bina_yasi,bina_kat_sayisi,bulundugu_kat,balkon,asansor,park_yeri,site_icinde,esyali,isinma_turu,fiyat_tl
Bursa,Kestel,1+1,54,1,1,1,48,5,2,False,False,False,True,True,Elektrik,349848
Bursa,Kestel,4+1,54,4,1,3,10,5,0,True,True,True,False,True,Klima,453318
Bursa,Yıldırım,1+1,42,1,1,1,6,30,6,True,True,True,True,False,Soba,538243
İzmir,Menderes,3+2,107,3,2,2,10,15,12,False,False,True,False,False,Klima,1216089
Adana,Aladağ,4+1,110,4,1,3,17,5,0,False,True,True,True,True,Elektrik,669374
Adana,Aladağ,1+1,45,1,1,1,36,5,4,True,True,True,False,False,Merkezi,300000
Gaziantep,Nurdağı,5+2,99,5,2,3,16,25,10,False,True,True,True,True,Merkezi,436329
Bursa,Yıldırım,3+2,90,3,2,2,18,30,18,True,True,False,True,True,Elektrik,663911
Konya,Ereğli,1+0,35,1,0,1,14,10,7,True,False,True,False,False,Klima,300000
Antalya,Alanya,2+1,52,2,1,2,10,4,0,False,False,True,False,False,Doğalgaz,542111
İstanbul,Sancaktepe,2+1,69,2,1,2,29,30,2,False,True,True,False,True,Merkezi,919754
Gaziantep,Nurdağı,1+0,35,1,0,1,42,30,9,False,False,True,True,False,Kombi,300000
Mersin,Erdemli,5+1,90,5,1,3,6,30,15,False,False,False,True,True,Soba,580479
Adana,Seyhan,4+2,120,4,2,3,9,5,5,True,False,True,False,True,Elektrik,654501
Adana,Ceyhan,3+1,84,3,1,2,18,5,2,True,True,False,True,True,Klima,432717
İstanbul,Kadıköy,5+2,137,5,2,3,8,30,2,False,True,True,True,False,Klima,3032253
Ankara,Etimesgut,5+1,71,5,1,3,44,7,2,True,True,False,False,False,Elektrik,556985
Ankara,Etimesgut,1+1,55,1,1,1,22,15,2,True,True,True,False,True,Soba,556626
Konya,Selçuklu,2+2,90,2,2,2,37,8,1,True,False,True,True,True,Klima,305496
Mersin,Akdeniz,1+1,35,1,1,1,22,7,0,False,False,False,False,False,Soba,300000
Kayseri,Develi,4+2,98,4,2,3,17,20,8,True,True,False,False,False,Soba,334132
İstanbul,Esenler,2+2,67,2,2,2,4,20,19,False,False,False,False,False,Merkezi,843799
Konya,Ereğli,5+2,111,5,2,3,2,7,2,True,True,False,False,False,Soba,611591
Antalya,Muratpaşa,5+1,98,5,1,3,13,10,5,True,False,True,False,True,Klima,1604068
İzmir,Buca,1+1,59,1,1,1,0,6,5,False,True,False,True,False,Merkezi,808128
Mersin,Akdeniz,1+0,35,1,0,1,20,5,1,False,False,True,True,False,Merkezi,300000
İzmir,Buca,4+1,76,4,1,3,27,15,1,False,True,True,True,True,Soba,604264
İstanbul,Arnavutköy,3+2,112,3,2,2,18,12,8,True,False,True,False,False,Soba,1412768
Mersin,Erdemli,5+2,118,5,2,3,24,8,4,False,True,False,True,True,Merkezi,611174
Antalya,Side,2+1,51,2,1,2,6,7,2,True,True,False,False,True,Elektrik,813113
Kayseri,Melikgazi,2+1,70,2,1,2,3,6,6,False,True,False,True,False,Klima,561191
Antalya,Konyaaltı,2+2,91,2,2,2,4,3,2,False,False,True,True,False,Soba,1775898
Kayseri,Develi,5+2,118,5,2,3,12,30,12,True,True,False,True,True,Merkezi,825654
Kayseri,Kocasinan,2+2,98,2,2,2,40,6,2,False,True,False,True,True,Merkezi,472512
Bursa,Yıldırım,4+2,110,4,2,3,22,5,1,False,False,False,False,True,Doğalgaz,634635
İzmir,Güzelbahçe,5+2,99,5,2,3,13,25,18,False,True,False,False,True,Kombi,956410
Kayseri,İncesu,5+1,79,5,1,3,19,20,2,True,True,True,False,True,Doğalgaz,550587
İstanbul,Fatih,4+2,75,4,2,3,6,30,27,False,False,False,True,True,Klima,1486567
Ankara,Yenimahalle,3+2,93,3,2,2,23,12,5,True,True,True,False,True,Soba,703279
Ankara,Mamak,2+2,72,2,2,2,24,20,18,True,False,False,False,False,Soba,564293
Bursa,Kestel,3+1,77,3,1,2,19,15,2,False,False,False,True,False,Merkezi,500803
Mersin,Toroslar,5+1,107,5,1,3,43,4,2,True,True,False,False,False,Soba,438247
Mersin,Yenişehir,4+2,103,4,2,3,6,10,8,False,True,True,False,True,Elektrik,847119
Gaziantep,Oğuzeli,2+1,69,2,1,2,13,8,1,True,True,False,False,True,Klima,332558
Konya,Ereğli,1+0,35,1,0,1,20,30,1,True,False,True,False,False,Doğalgaz,300000
Konya,Akşehir,2+1,55,2,1,2,24,20,13,False,True,True,False,False,Kombi,300000
Konya,Ereğli,2+2,88,2,2,2,17,5,3,False,False,True,True,True,Kombi,446265
Bursa,Gemlik,5+2,101,5,2,3,47,5,3,True,True,True,True,False,Doğalgaz,762641
Ankara,Polatlı,4+2,84,4,2,3,8,25,7,False,True,False,False,False,Kombi,739935
Mersin,Toroslar,1+0,35,1,0,1,18,15,14,False,False,False,False,False,Klima,300000
Adana,Aladağ,3+1,84,3,1,2,20,3,0,False,False,True,True,True,Doğalgaz,574528
Ankara,Polatlı,4+1,70,4,1,3,7,7,2,False,False,False,True,True,Soba,794703
Bursa,Gemlik,1+1,44,1,1,1,26,6,0,False,False,True,False,True,Merkezi,300000
Bursa,Mudanya,1+1,48,1,1,1,37,30,16,False,False,True,False,False,Kombi,300000
Bursa,Kestel,1+0,35,1,0,1,26,30,15,True,True,False,True,True,Elektrik,323296
Antalya,Kalkan,4+1,96,4,1,3,10,12,11,False,False,True,True,False,Doğalgaz,1364594
Adana,Yüreğir,5+1,57,5,1,3,8,7,5,False,True,False,True,True,Klima,446490
İstanbul,Gaziosmanpaşa,3+1,95,3,1,2,2,12,5,True,True,False,False,True,Soba,990299
Antalya,Konyaaltı,5+2,130,5,2,3,12,3,3,True,True,False,False,False,Kombi,1752364
Bursa,Nilüfer,5+2,95,5,2,3,22,6,4,True,True,False,True,False,Doğalgaz,966999
İzmir,Menderes,1+1,63,1,1,1,20,8,0,False,True,True,False,False,Doğalgaz,543062
İzmir,Güzelbahçe,4+1,76,4,1,3,27,30,23,True,False,False,True,False,Kombi,453788
Gaziantep,Oğuzeli,1+0,35,1,0,1,22,8,2,False,False,False,True,True,Soba,300000
Mersin,Tarsus,2+1,54,2,1,2,23,12,1,False,False,True,False,True,Merkezi,300000
İzmir,Seferihisar,5+2,179,5,2,3,13,30,15,True,True,True,True,False,Doğalgaz,2347359
İstanbul,Çekmeköy,1+0,35,1,0,1,13,25,13,False,True,False,False,True,Elektrik,410637
İzmir,Karşıyaka,4+2,88,4,2,3,11,4,1,True,False,False,True,True,Kombi,1370535
Bursa,Orhangazi,2+1,47,2,1,2,12,25,9,False,False,True,True,False,Elektrik,492447
Adana,Kozan,1+0,35,1,0,1,17,25,16,True,True,True,True,False,Elektrik,300000
Antalya,Side,2+1,80,2,1,2,22,20,18,True,True,False,True,False,Soba,844968
Bursa,Orhangazi,1+1,71,1,1,1,7,3,1,False,False,False,True,False,Klima,609247
Antalya,Döşemealtı,3+2,101,3,2,2,11,4,3,False,True,True,False,False,Doğalgaz,1410093
İstanbul,Ataşehir,5+1,119,5,1,3,29,4,3,False,False,False,True,False,Doğalgaz,1298425
Adana,Sarıçam,5+1,92,5,1,3,4,25,13,True,True,True,True,True,Merkezi,914277
Bursa,Mudanya,2+2,66,2,2,2,27,12,3,True,True,True,True,True,Soba,579288
Gaziantep,Şehitkamil,3+2,70,3,2,2,0,4,4,True,True,False,True,False,Klima,346816
Ankara,Gölbaşı,1+0,35,1,0,1,12,12,9,False,False,True,True,False,Merkezi,457233
Konya,Akşehir,3+2,107,3,2,2,18,25,12,True,False,False,False,False,Elektrik,421240
Bursa,İnegöl,2+1,79,2,1,2,11,12,4,True,False,True,False,True,Kombi,681149
Antalya,Döşemealtı,4+2,63,4,2,3,16,7,5,True,False,True,False,True,Elektrik,509063
Bursa,İnegöl,4+1,63,4,1,3,8,15,6,True,True,False,False,True,Klima,677472
İzmir,Karşıyaka,1+1,41,1,1,1,10,5,3,True,False,True,False,False,Kombi,557777
Konya,Ereğli,1+0,35,1,0,1,5,5,4,False,True,True,False,False,Kombi,300000
Mersin,Yenişehir,3+2,99,3,2,2,3,12,8,True,True,True,False,False,Doğalgaz,778724
Mersin,Erdemli,5+2,95,5,2,3,24,4,3,False,False,False,True,True,Kombi,617799
Adana,Sarıçam,2+1,55,2,1,2,30,20,4,True,True,False,True,True,Merkezi,300000
İstanbul,Zeytinburnu,5+2,163,5,2,3,15,25,22,True,False,True,True,True,Merkezi,3438332
Bursa,Yıldırım,1+0,35,1,0,1,21,20,19,False,True,False,False,False,Merkezi,300000
İstanbul,Sancaktepe,1+1,40,1,1,1,26,5,2,False,False,False,False,True,Klima,510690
Antalya,Side,4+1,74,4,1,3,26,5,1,False,False,False,False,True,Elektrik,568262
Kayseri,İncesu,1+0,35,1,0,1,20,25,19,False,True,False,False,True,Doğalgaz,300000
Antalya,Konyaaltı,3+2,105,3,2,2,1,15,11,False,True,True,False,True,Doğalgaz,2273407
Kayseri,İncesu,2+1,53,2,1,2,3,15,8,True,False,True,True,False,Kombi,422113
İzmir,Çiğli,3+1,67,3,1,2,2,15,1,False,True,False,False,False,Doğalgaz,653470
Kayseri,İncesu,4+2,104,4,2,3,19,10,1,False,True,False,True,True,Kombi,677047
İzmir,Torbalı,4+1,89,4,1,3,44,30,22,False,False,False,True,False,Klima,557413
Kayseri,Talas,4+2,120,4,2,3,13,20,19,False,False,False,True,False,Kombi,649459
Ankara,Sincan,1+1,40,1,1,1,8,25,2,False,False,False,False,False,Merkezi,300000
İzmir,Foça,3+1,84,3,1,2,0,12,8,False,True,True,True,False,Doğalgaz,1123819
Mersin,Toroslar,1+0,35,1,0,1,11,10,3,False,False,False,False,False,Kombi,300000
Adana,Çukurova,5+1,85,5,1,3,28,12,0,True,True,True,True,True,Merkezi,377507
Konya,Ereğli,1+0,35,1,0,1,38,12,8,False,True,False,True,True,Merkezi,300000
Mersin,Erdemli,3+1,67,3,1,2,30,7,6,True,False,True,False,True,Elektrik,448876
İstanbul,Esenler,3+1,35,3,1,2,6,25,2,False,False,True,False,False,Kombi,611978
Konya,Karatay,2+1,68,2,1,2,34,25,13,False,True,True,True,True,Merkezi,378412
Bursa,Gemlik,4+2,35,4,2,3,13,30,6,True,False,True,False,True,Elektrik,379342
Antalya,Döşemealtı,3+1,56,3,1,2,7,10,5,True,True,True,False,False,Elektrik,658657
Ankara,Sincan,2+2,76,2,2,2,10,5,0,True,False,True,True,False,Klima,915917
Adana,Aladağ,5+1,107,5,1,3,10,8,6,True,True,True,False,True,Merkezi,880213
Antalya,Alanya,2+1,68,2,1,2,31,7,0,False,False,True,False,False,Kombi,504651
Konya,Akşehir,5+1,102,5,1,3,3,5,3,False,True,False,True,False,Doğalgaz,536705
Kayseri,Develi,2+1,50,2,1,2,10,25,25,True,False,False,True,False,Klima,352065
Antalya,Manavgat,3+2,106,3,2,2,42,12,11,False,False,True,True,False,Elektrik,1098443
Konya,Akşehir,2+1,52,2,1,2,44,25,20,False,True,False,True,False,Klima,300000
Kayseri,Kocasinan,5+1,72,5,1,3,24,3,1,True,True,False,False,False,Merkezi,346714
Gaziantep,İslahiye,4+1,78,4,1,3,36,8,4,False,False,True,True,True,Soba,434916
Antalya,Aksu,3+1,49,3,1,2,40,15,15,False,False,True,False,True,Soba,604381
Antalya,Side,1+1,43,1,1,1,50,5,4,True,True,True,False,False,Elektrik,346111
İzmir,Güzelbahçe,2+1,61,2,1,2,4,7,7,False,True,False,True,False,Merkezi,661165
Mersin,Erdemli,4+1,81,4,1,3,3,4,2,True,True,True,False,False,Elektrik,534744
İzmir,Narlıdere,4+2,88,4,2,3,4,8,5,False,False,True,True,True,Elektrik,1317018
Gaziantep,Nizip,2+1,48,2,1,2,3,5,1,False,False,False,False,False,Elektrik,300000
Antalya,Manavgat,5+1,68,5,1,3,28,15,2,False,False,False,True,False,Doğalgaz,495496
Adana,Sarıçam,2+1,74,2,1,2,14,5,2,True,False,False,True,False,Kombi,352048
Adana,Sarıçam,4+2,87,4,2,3,19,20,0,True,False,False,True,True,Soba,493466
Bursa,Osmangazi,4+2,95,4,2,3,20,30,13,True,False,True,False,False,Elektrik,834732
İzmir,Balçova,5+2,111,5,2,3,27,12,9,False,True,False,True,False,Klima,834013
Gaziantep,Şehitkamil,5+2,136,5,2,3,48,4,2,True,False,False,False,False,Merkezi,477666
Bursa,Kestel,4+1,86,4,1,3,45,7,2,False,True,True,True,True,Doğalgaz,685859
İstanbul,Üsküdar,1+0,37,1,0,1,34,3,3,False,True,True,True,True,Doğalgaz,696998
Bursa,İnegöl,2+2,72,2,2,2,16,12,7,True,True,True,True,True,Soba,692935
İzmir,Bayraklı,3+2,59,3,2,2,24,3,1,False,True,True,True,False,Merkezi,577718
İzmir,Konak,5+1,50,5,1,3,17,5,2,True,False,False,True,False,Kombi,572077
Kayseri,İncesu,2+1,56,2,1,2,16,15,1,False,True,False,False,False,Doğalgaz,350766
İzmir,Bayraklı,5+1,60,5,1,3,32,25,11,True,False,True,False,True,Elektrik,421789
Mersin,Tarsus,4+2,100,4,2,3,32,5,2,False,True,False,True,False,Klima,442549
Konya,Selçuklu,2+2,70,2,2,2,15,6,6,False,False,True,False,True,Merkezi,404499
Antalya,Kalkan,5+1,71,5,1,3,8,5,2,False,True,False,False,True,Merkezi,974610
Ankara,Keçiören,3+2,48,3,2,2,37,10,3,False,False,True,True,False,Doğalgaz,391976
Adana,Aladağ,4+1,73,4,1,3,23,12,2,True,True,False,False,False,Elektrik,356931
Bursa,Osmangazi,1+0,36,1,0,1,22,4,4,False,True,False,False,True,Doğalgaz,300000
Adana,Aladağ,5+2,146,5,2,3,11,7,5,False,True,True,True,False,Elektrik,904627
Kayseri,Talas,5+2,92,5,2,3,22,30,6,True,True,False,True,False,Klima,568043
Adana,Çukurova,4+1,91,4,1,3,18,12,1,False,False,True,True,False,Klima,489054
Mersin,Yenişehir,1+1,53,1,1,1,30,3,0,True,False,True,True,False,Doğalgaz,300000
Gaziantep,Şahinbey,5+2,113,5,2,3,17,12,8,True,True,False,False,False,Merkezi,367062
Kayseri,Kocasinan,3+1,67,3,1,2,44,10,7,True,True,False,False,True,Merkezi,334982
Konya,Ereğli,2+2,77,2,2,2,2,12,11,False,True,False,True,True,Doğalgaz,709776
Ankara,Gölbaşı,4+2,110,4,2,3,18,15,7,False,False,False,False,False,Doğalgaz,725117
Kayseri,Melikgazi,2+1,43,2,1,2,22,5,3,False,False,False,False,False,Doğalgaz,300000
Mersin,Tarsus,5+1,85,5,1,3,17,4,1,False,True,True,True,False,Klima,566292
Gaziantep,İslahiye,3+1,60,3,1,2,19,4,0,True,False,False,False,False,Kombi,300000
Gaziantep,İslahiye,3+1,85,3,1,2,30,7,7,False,False,True,True,True,Kombi,417715
Gaziantep,Nizip,1+0,35,1,0,1,5,5,3,True,False,False,True,True,Kombi,300000
Adana,Yüreğir,3+1,90,3,1,2,4,25,6,True,False,True,False,True,Doğalgaz,698032
İstanbul,Zeytinburnu,3+1,79,3,1,2,21,15,9,True,False,True,False,True,Doğalgaz,975602
Ankara,Polatlı,1+0,35,1,0,1,29,4,4,True,True,False,True,True,Elektrik,497469
Kayseri,Talas,5+2,96,5,2,3,11,30,17,False,False,False,False,False,Soba,369313
Kayseri,Talas,1+1,48,1,1,1,30,6,2,False,True,False,True,True,Kombi,300000
Konya,Ereğli,2+2,77,2,2,2,22,25,22,True,False,False,True,True,Elektrik,353494
Kayseri,Talas,2+2,77,2,2,2,3,4,0,False,True,True,False,False,Kombi,515655
Gaziantep,İslahiye,2+2,72,2,2,2,13,12,7,False,False,False,True,True,Elektrik,418898
Bursa,İnegöl,2+2,97,2,2,2,15,6,6,True,False,False,True,True,Kombi,975056
Gaziantep,İslahiye,5+2,114,5,2,3,3,12,11,False,False,True,True,True,Soba,980825
Konya,Beyşehir,1+1,38,1,1,1,9,12,7,False,True,False,False,False,Kombi,300000
İzmir,Seferihisar,1+0,35,1,0,1,34,8,6,False,True,True,False,False,Kombi,300000
Bursa,Osmangazi,3+1,59,3,1,2,22,25,21,True,True,True,True,False,Elektrik,635818
Antalya,Döşemealtı,1+1,67,1,1,1,28,12,9,True,False,True,True,True,Klima,691918
Kayseri,Melikgazi,1+1,47,1,1,1,23,25,24,True,True,True,False,True,Doğalgaz,300000
Konya,Selçuklu,3+1,86,3,1,2,18,30,9,True,False,False,True,False,Merkezi,471397
Bursa,Kestel,5+2,74,5,2,3,38,20,14,True,False,True,False,True,Klima,537048
Gaziantep,Oğuzeli,2+2,58,2,2,2,11,15,12,True,True,False,False,True,Kombi,399767
İzmir,Buca,4+2,112,4,2,3,19,15,14,True,True,False,True,True,Kombi,1138837
İzmir,Gaziemir,5+1,90,5,1,3,4,4,3,True,False,True,True,False,Soba,1071769
Kayseri,Kocasinan,3+2,100,3,2,2,23,15,1,True,False,True,True,False,Elektrik,585059
Ankara,Etimesgut,3+2,70,3,2,2,4,5,1,False,True,True,True,True,Doğalgaz,1486508
İstanbul,Fatih,5+1,125,5,1,3,15,4,4,True,True,False,True,False,Klima,1706787
Antalya,Manavgat,3+2,92,3,2,2,9,15,8,True,True,False,True,False,Doğalgaz,1460620
Konya,Selçuklu,3+1,88,3,1,2,30,5,0,True,False,True,False,True,Soba,349493
İstanbul,Üsküdar,3+1,82,3,1,2,42,30,7,False,False,False,False,True,Merkezi,1602117
Adana,Yüreğir,1+0,35,1,0,1,27,30,10,True,False,True,False,False,Klima,300000
İstanbul,Pendik,3+2,94,3,2,2,48,3,1,True,True,False,False,False,Soba,974151
Kayseri,Talas,1+1,42,1,1,1,36,5,0,False,True,True,True,False,Soba,300000
İzmir,Konak,1+0,35,1,0,1,11,6,0,False,True,True,False,False,Doğalgaz,377275
Gaziantep,Nurdağı,4+1,95,4,1,3,1,25,22,True,False,True,True,True,Klima,580019
İzmir,Karşıyaka,4+1,97,4,1,3,20,5,3,True,True,False,False,False,Elektrik,684351
İzmir,Gaziemir,1+1,35,1,1,1,6,10,8,True,False,False,False,False,Elektrik,300000
Antalya,Konyaaltı,3+1,75,3,1,2,28,5,2,False,False,False,True,True,Kombi,1105595
Adana,Kozan,4+1,83,4,1,3,7,8,4,False,True,False,True,True,Kombi,597070
Mersin,Toroslar,4+2,114,4,2,3,15,20,6,False,True,True,True,False,Merkezi,641061
Ankara,Keçiören,4+1,85,4,1,3,9,10,7,False,False,True,False,True,Elektrik,842801
Ankara,Polatlı,3+2,92,3,2,2,27,30,15,False,False,True,False,True,Merkezi,756536
Antalya,Manavgat,2+2,66,2,2,2,0,20,12,False,False,True,False,False,Merkezi,848399
İzmir,Bornova,3+1,73,3,1,2,10,7,6,False,True,False,True,False,Kombi,1221874
İstanbul,Eyüpsultan,1+1,35,1,1,1,29,12,11,False,True,True,True,True,Elektrik,538944
Gaziantep,Şahinbey,3+2,77,3,2,2,0,15,13,False,False,False,False,False,Doğalgaz,451245
Gaziantep,İslahiye,2+1,67,2,1,2,21,6,5,True,True,False,True,True,Soba,400689
İstanbul,Güngören,1+0,35,1,0,1,15,4,3,True,True,False,True,True,Elektrik,706294
Mersin,Yenişehir,3+1,49,3,1,2,28,5,3,True,False,True,True,False,Merkezi,300000
Bursa,Kestel,4+1,61,4,1,3,8,12,5,True,False,False,False,True,Soba,538377
Antalya,Muratpaşa,1+1,53,1,1,1,8,8,0,True,False,True,True,False,Doğalgaz,482993
Kayseri,Talas,5+2,145,5,2,3,9,8,6,True,False,False,False,True,Soba,902403
Kayseri,Develi,2+2,54,2,2,2,45,25,10,True,True,False,False,True,Soba,300000
Konya,Ereğli,2+1,71,2,1,2,10,4,1,False,False,False,True,False,Doğalgaz,401209
Gaziantep,Nizip,1+0,35,1,0,1,27,4,4,True,False,True,False,True,Kombi,300000
İstanbul,Maltepe,4+2,94,4,2,3,31,5,0,True,True,False,True,True,Elektrik,1039943
Konya,Beyşehir,3+2,122,3,2,2,21,8,7,False,True,True,True,True,Klima,858560
Kayseri,Melikgazi,5+1,149,5,1,3,15,5,0,False,False,False,False,True,Elektrik,685484
Kayseri,Kocasinan,3+1,60,3,1,2,12,15,10,True,True,True,False,False,Soba,342435
Ankara,Sincan,1+1,59,1,1,1,23,15,6,False,False,False,True,False,Doğalgaz,436811
Mersin,Toroslar,3+1,72,3,1,2,18,10,0,True,True,True,True,False,Soba,443928
Bursa,İnegöl,1+0,35,1,0,1,11,15,6,True,True,True,True,True,Doğalgaz,369682
Antalya,Muratpaşa,5+2,111,5,2,3,44,15,10,True,False,False,False,False,Elektrik,990674
Adana,Kozan,5+1,94,5,1,3,21,6,0,False,False,True,False,True,Elektrik,525552
Antalya,Aksu,4+1,112,4,1,3,50,15,11,True,True,False,True,False,Elektrik,857782
Antalya,Kalkan,5+1,87,5,1,3,20,20,2,False,True,False,True,True,Doğalgaz,908584
Antalya,Aksu,1+0,35,1,0,1,11,25,15,False,True,True,False,False,Kombi,363954
Adana,Aladağ,1+1,49,1,1,1,31,30,7,True,True,True,False,False,Kombi,300000
Kayseri,Develi,4+1,41,4,1,3,22,8,5,False,False,True,True,False,Kombi,300000
Bursa,Kestel,1+1,42,1,1,1,28,5,3,True,True,False,False,False,Doğalgaz,300000
Gaziantep,Şehitkamil,5+1,77,5,1,3,20,20,13,False,False,True,False,True,Doğalgaz,410114
Kayseri,Melikgazi,1+1,55,1,1,1,10,3,1,False,False,True,True,False,Soba,373264
Mersin,Mezitli,3+2,105,3,2,2,19,25,24,True,True,True,True,False,Merkezi,631086
Ankara,Gölbaşı,3+1,62,3,1,2,15,8,6,False,True,True,True,True,Soba,928304
Ankara,Pursaklar,3+2,77,3,2,2,14,3,1,False,True,False,False,False,Klima,848028
Kayseri,Melikgazi,2+2,73,2,2,2,17,4,4,True,False,True,True,True,Soba,573985
İzmir,Bayraklı,1+0,38,1,0,1,19,20,17,True,False,False,False,True,Merkezi,317340
Adana,Yüreğir,3+2,92,3,2,2,1,20,13,False,True,True,True,True,Elektrik,981045
Kayseri,Kocasinan,1+1,55,1,1,1,29,3,0,True,False,True,True,False,Merkezi,300000
Kayseri,Talas,5+1,85,5,1,3,19,25,5,True,True,False,False,True,Doğalgaz,446938
Antalya,Muratpaşa,1+1,60,1,1,1,13,4,3,True,False,False,True,True,Klima,995871
Antalya,Kepez,4+1,84,4,1,3,1,3,3,True,True,False,True,False,Doğalgaz,1153751
Bursa,Osmangazi,3+1,81,3,1,2,17,15,15,True,True,False,False,True,Doğalgaz,726046
Konya,Beyşehir,5+1,75,5,1,3,17,7,0,True,True,True,False,False,Elektrik,300000
Adana,Kozan,1+1,35,1,1,1,17,4,4,False,True,True,False,True,Elektrik,300000
Konya,Karatay,1+0,35,1,0,1,28,10,5,True,False,False,True,False,Kombi,300000
Gaziantep,Şehitkamil,1+0,35,1,0,1,1,5,3,False,False,True,False,True,Elektrik,300000
Mersin,Mezitli,1+1,45,1,1,1,16,30,17,False,False,True,True,False,Elektrik,300000
Antalya,Muratpaşa,3+1,75,3,1,2,17,7,7,True,False,False,False,False,Elektrik,1172259
Kayseri,Kocasinan,3+1,69,3,1,2,20,6,0,False,False,True,True,True,Elektrik,477157
İstanbul,Kartal,2+1,69,2,1,2,5,12,0,True,False,False,False,False,Kombi,1017918
Gaziantep,İslahiye,4+1,49,4,1,3,30,30,23,True,False,False,True,True,Elektrik,300000
Ankara,Çankaya,2+2,76,2,2,2,0,15,3,False,True,True,False,True,Elektrik,1419993
İstanbul,Üsküdar,2+2,55,2,2,2,25,5,4,False,False,False,False,False,Klima,642960
Bursa,Osmangazi,3+2,91,3,2,2,23,8,5,False,True,True,True,True,Klima,640392
Konya,Meram,4+1,58,4,1,3,11,25,5,False,False,True,False,False,Kombi,302644
İzmir,Buca,5+1,111,5,1,3,11,15,3,True,False,False,True,True,Elektrik,1352606
Kayseri,Kocasinan,1+0,35,1,0,1,6,7,5,False,False,True,True,True,Klima,300000
İstanbul,Şişli,4+1,82,4,1,3,14,10,4,False,False,False,False,False,Soba,1045872
İstanbul,Bakırköy,1+0,35,1,0,1,36,6,3,False,False,False,True,False,Soba,453396
Kayseri,Develi,4+2,126,4,2,3,6,7,3,False,False,False,True,False,Doğalgaz,595857
Adana,Aladağ,3+2,93,3,2,2,18,12,3,False,True,True,True,True,Doğalgaz,637599
İstanbul,Gaziosmanpaşa,1+1,44,1,1,1,20,7,1,False,False,False,False,True,Kombi,509562
İzmir,Konak,1+0,35,1,0,1,13,25,17,True,False,False,False,False,Merkezi,414516
Antalya,Manavgat,2+2,85,2,2,2,49,12,2,True,False,False,False,False,Kombi,600696
Mersin,Tarsus,2+1,57,2,1,2,17,7,6,False,False,False,False,False,Merkezi,313841
Adana,Seyhan,4+2,112,4,2,3,39,15,4,False,True,True,False,False,Elektrik,460159
Konya,Meram,1+0,35,1,0,1,6,25,17,True,True,True,False,True,Kombi,300000
Bursa,Nilüfer,3+2,82,3,2,2,34,8,5,True,False,True,False,False,Elektrik,675888
Konya,Beyşehir,2+2,62,2,2,2,23,20,20,True,False,True,False,True,Klima,301982
Gaziantep,Şehitkamil,5+2,129,5,2,3,11,12,6,False,True,True,False,False,Merkezi,519125
Ankara,Mamak,4+1,56,4,1,3,1,3,2,False,False,True,False,True,Kombi,793865
Mersin,Tarsus,2+2,52,2,2,2,44,30,18,False,True,False,True,True,Merkezi,300000
Antalya,Konyaaltı,3+1,81,3,1,2,21,5,0,True,True,False,False,True,Klima,1012290
Gaziantep,Nurdağı,4+1,104,4,1,3,16,25,16,True,True,True,True,True,Soba,544790
Kayseri,İncesu,2+1,57,2,1,2,4,12,9,True,False,False,True,True,Soba,460828
İzmir,Güzelbahçe,4+2,78,4,2,3,6,10,0,True,False,True,False,True,Kombi,1054903
Bursa,Osmangazi,5+1,104,5,1,3,22,30,12,True,True,True,True,True,Doğalgaz,741182
İstanbul,Zeytinburnu,4+2,102,4,2,3,21,3,3,True,False,False,True,True,Kombi,1573126
Gaziantep,Oğuzeli,1+0,35,1,0,1,6,30,4,True,False,False,True,True,Doğalgaz,300000
İzmir,Narlıdere,2+1,62,2,1,2,33,30,7,True,False,False,False,True,Merkezi,599220
İzmir,Çiğli,4+2,95,4,2,3,23,25,14,False,False,True,True,False,Soba,950505
Kayseri,Develi,1+1,39,1,1,1,3,12,6,False,True,False,False,False,Kombi,300000
İstanbul,Üsküdar,1+1,54,1,1,1,10,12,10,True,True,False,False,True,Doğalgaz,1261212
Kayseri,Melikgazi,5+2,108,5,2,3,21,15,6,True,False,True,True,True,Soba,745570
Bursa,Osmangazi,2+2,108,2,2,2,23,4,0,True,True,True,True,True,Doğalgaz,984785
Ankara,Sincan,4+2,92,4,2,3,8,12,12,False,False,False,True,False,Klima,1015979
Konya,Beyşehir,4+1,124,4,1,3,28,3,0,True,False,True,False,True,Soba,529162
Gaziantep,Şehitkamil,4+2,90,4,2,3,33,5,2,False,False,True,True,False,Merkezi,300000
Bursa,Osmangazi,1+1,35,1,1,1,3,7,5,False,False,False,False,False,Merkezi,300000
Mersin,Toroslar,3+2,102,3,2,2,21,25,19,False,True,False,True,False,Soba,489688
Kayseri,Kocasinan,1+0,35,1,0,1,23,20,2,True,False,True,True,True,Elektrik,300000
İstanbul,Bahçelievler,1+0,35,1,0,1,22,5,4,False,True,False,False,True,Kombi,469241
Gaziantep,Oğuzeli,5+1,84,5,1,3,23,25,8,True,True,False,True,True,Soba,518085
Mersin,Yenişehir,4+2,85,4,2,3,11,10,4,False,True,False,True,True,Soba,661674
Ankara,Yenimahalle,2+1,69,2,1,2,11,12,7,False,False,True,True,True,Doğalgaz,915380
Ankara,Altındağ,1+0,35,1,0,1,0,15,3,True,True,False,True,True,Doğalgaz,456492
